#Wave		#Intensity
2002.280273	11322.578125
2001.320313	11311.821289
2000.360352	11309.066406
1999.399414	11262.445313
1998.439453	11292.730469
1997.478516	11279.347656
1996.517578	11244.182617
1995.556641	11261.790039
1994.595703	11212.457031
1993.633789	11223.425781
1992.671875	11250.179688
1991.709961	11267.827148
1990.748047	11235.473633
1989.786133	11183.430664
1988.823242	11214.543945
1987.861328	11221.064453
1986.898438	11185.799805
1985.935547	11201.404297
1984.972656	11136.973633
1984.008789	11159.127930
1983.045898	11170.809570
1982.082031	11192.973633
1981.118164	11168.959961
1980.154297	11169.558594
1979.189453	11160.101563
1978.225586	11177.323242
1977.260742	11161.385742
1976.295898	11166.331055
1975.331055	11144.833008
1974.365234	11153.940430
1973.400391	11126.658203
1972.434570	11119.296875
1971.468750	11110.314453
1970.502930	11113.977539
1969.537109	11101.664063
1968.571289	11071.473633
1967.604492	11107.172852
1966.637695	11089.348633
1965.670898	11080.955078
1964.704102	11094.824219
1963.737305	11121.496094
1962.769531	11081.604492
1961.801758	11084.169922
1960.833984	11084.832031
1959.866211	11082.693359
1958.898438	11066.020508
1957.929688	11057.067383
1956.961914	11074.745117
1955.993164	11052.768555
1955.024414	11059.663086
1954.054688	11041.910156
1953.085938	11074.579102
1952.116211	11043.809570
1951.146484	11056.065430
1950.176758	11038.904297
1949.207031	11040.938477
1948.237305	10984.142578
1947.266602	10990.024414
1946.295898	10961.434570
1945.325195	11025.866211
1944.354492	11017.914063
1943.383789	10996.818359
1942.412109	11006.639648
1941.441406	11007.090820
1940.469727	10996.200195
1939.498047	11001.779297
1938.525391	10986.181641
1937.553711	10973.485352
1936.581055	10965.372070
1935.608398	10953.102539
1934.635742	10948.052734
1933.663086	10918.728516
1932.690430	10916.512695
1931.716797	10958.881836
1930.743164	10949.507813
1929.769531	10937.818359
1928.795898	10951.885742
1927.822266	10927.079102
1926.847656	10931.675781
1925.874023	10977.330078
1924.899414	10897.577148
1923.924805	10870.523438
1922.949219	10922.372070
1921.974609	10912.974609
1920.999023	10888.506836
1920.023438	10904.155273
1919.047852	10904.033203
1918.072266	10861.893555
1917.096680	10890.837891
1916.120117	10936.259766
1915.143555	10881.469727
1914.166992	10863.633789
1913.190430	10869.500000
1912.213867	10889.982422
1911.236328	10832.916992
1910.258789	10854.288086
1909.281250	10878.272461
1908.303711	10836.811523
1907.326172	10800.172852
1906.348633	10828.450195
1905.370117	10777.266602
1904.391602	10763.903320
1903.413086	10761.669922
1902.434570	10781.916992
1901.455078	10736.738281
1900.476563	10756.195313
1899.497070	10735.183594
1898.517578	10759.083984
1897.538086	10759.322266
1896.557617	10759.194336
1895.578125	10718.328125
1894.597656	10709.974609
1893.617188	10722.119141
1892.636719	10747.856445
1891.655273	10712.282227
1890.674805	10735.993164
1889.693359	10709.301758
1888.711914	10678.425781
1887.730469	10670.020508
1886.749023	10659.987305
1885.766602	10654.115234
1884.785156	10591.881836
1883.802734	10606.243164
1882.820313	10608.909180
1881.837891	10589.708984
1880.854492	10591.195313
1879.872070	10594.669922
1878.888672	10580.821289
1877.905273	10600.952148
1876.921875	10580.968750
1875.937500	10585.091797
1874.954102	10574.758789
1873.969727	10597.001953
1872.985352	10534.955078
1872.000977	10587.606445
1871.016602	10576.439453
1870.031250	10550.309570
1869.045898	10511.875977
1868.061523	10541.281250
1867.076172	10528.562500
1866.089844	10520.295898
1865.104492	10477.744141
1864.118164	10506.909180
1863.131836	10493.143555
1862.145508	10522.769531
1861.159180	10469.368164
1860.172852	10451.250977
1859.185547	10477.451172
1858.198242	10482.064453
1857.210938	10461.594727
1856.223633	10444.062500
1855.236328	10442.089844
1854.248047	10441.336914
1853.260742	10458.357422
1852.272461	10423.879883
1851.284180	10437.520508
1850.294922	10445.018555
1849.306641	10398.260742
1848.317383	10410.529297
1847.328125	10456.549805
1846.338867	10442.821289
1845.349609	10442.071289
1844.360352	10445.408203
1843.370117	10439.228516
1842.379883	10408.949219
1841.389648	10416.451172
1840.399414	10415.357422
1839.408203	10408.901367
1838.417969	10390.954102
1837.426758	10356.571289
1836.435547	10361.603516
1835.444336	10346.862305
1834.453125	10363.171875
1833.460938	10349.577148
1832.468750	10370.521484
1831.476563	10358.716797
1830.484375	10370.987305
1829.492188	10338.449219
1828.500000	10355.481445
1827.506836	10333.001953
1826.513672	10377.533203
1825.520508	10328.111328
1824.527344	10352.056641
1823.533203	10355.071289
1822.540039	10313.607422
1821.545898	10306.690430
1820.551758	10341.252930
1819.556641	10324.859375
1818.562500	10298.569336
1817.567383	10311.321289
1816.573242	10316.061523
1815.578125	10334.516602
1814.583008	10326.212891
1813.586914	10310.462891
1812.591797	10322.866211
1811.595703	10330.997070
1810.599609	10304.736328
1809.603516	10278.461914
1808.606445	10283.529297
1807.610352	10266.981445
1806.613281	10251.447266
1805.616211	10265.694336
1804.619141	10272.277344
